-- This file was modified from its original using excel.  the OTH column is the sum of columns C,E,F,G,H,K,L,O,P,V,W,N,U
DISTRICT 33,33-530 NORTH DOUGLAS,1510,29,390,213,1,0,0,3,1,1,5,0,0,0,0,337,530,878
DISTRICT 33,33-540 SKAGWAY,1225,45,286,156,2,0,0,8,1,0,15,1,0,4,1,161,545,741
DISTRICT 33,33-545 HAINES NO. 1,2095,79,439,413,1,1,0,12,0,0,18,2,0,5,1,342,782,1168
DISTRICT 33,33-550 HAINES NO. 2,304,17,58,46,0,0,0,3,0,0,3,0,0,2,0,53,122,185
DISTRICT 33,33-555 KLUKWAN,81,5,14,4,0,0,0,0,0,0,0,0,0,0,0,18,40,58
DISTRICT 34,34-400 AUKE BAY,2030,67,395,392,3,2,0,4,1,0,11,1,0,0,0,398,756,1176
DISTRICT 34,34-410 JUNEAU AIRPORT,1745,54,284,331,1,2,0,11,0,0,19,1,2,1,0,277,762,1077
DISTRICT 34,34-420 LYNN CANAL,1370,33,284,258,0,0,0,5,1,0,5,0,0,0,1,314,469,794
DISTRICT 34,34-430 MENDENHALL VALLEY 1,2606,69,445,444,1,1,0,5,0,0,30,1,0,2,0,451,1157,1650
DISTRICT 34,34-440 MENDENHALL VALLEY 2,2628,63,386,473,0,0,0,6,0,0,19,1,0,2,0,490,1188,1708
DISTRICT 34,34-450 MENDENHALL VALLEY 3,2255,60,356,431,2,1,0,6,0,0,15,2,0,2,0,396,984,1410
DISTRICT 34,34-460 MENDENHALL VALLEY 4,3282,90,500,696,5,1,0,13,0,0,25,1,1,6,1,574,1369,2001
DISTRICT 35,35-700 ANGOON,309,9,94,33,1,0,0,0,0,0,3,0,0,1,0,56,112,174
DISTRICT 35,35-705 CRAIG,1157,34,139,264,2,1,0,2,0,0,7,0,0,0,0,130,578,720
DISTRICT 35,35-720 HOONAH,717,35,125,120,0,0,0,3,0,0,7,0,0,2,0,96,329,439
DISTRICT 35,35-730 KAKE,389,21,85,42,2,0,0,0,0,0,1,0,0,0,0,48,190,241
DISTRICT 35,35-735 KASAAN,61,4,7,7,0,0,0,2,0,0,0,0,0,0,0,4,37,43
DISTRICT 35,35-740 KLAWOCK,807,29,122,141,3,1,0,3,0,0,2,0,0,2,0,80,424,517
DISTRICT 35,35-745 N PRINCE OF WALES,610,23,60,207,0,0,0,3,0,0,3,0,0,1,0,88,225,321
DISTRICT 35,35-750 PELICAN/ELFIN COVE,150,11,19,34,0,0,0,1,0,0,0,0,0,0,0,33,52,86
DISTRICT 35,35-755 PETERSBURG/KUPREANOF,2947,109,402,689,3,3,0,7,0,0,21,5,1,2,0,493,1212,1749
DISTRICT 35,35-760 PORT ALEXANDER,53,1,11,11,0,0,0,0,0,0,2,0,0,0,0,9,19,30
DISTRICT 35,35-765 SITKA NO. 1,3646,117,685,686,3,2,0,14,0,0,30,1,1,4,0,601,1502,2162
DISTRICT 35,35-770 SITKA NO. 2,3790,105,799,650,5,2,0,15,0,1,37,1,0,7,3,656,1509,2240
DISTRICT 35,35-775 TENAKEE SPRINGS,139,4,33,20,0,0,0,2,0,0,2,0,0,0,0,36,42,82
DISTRICT 35,35-780 THORNE BAY,734,12,47,224,1,0,0,0,0,0,5,0,0,0,0,80,365,451
DISTRICT 36,36-600 KETCHIKAN NO. 1,2370,86,306,424,2,0,0,9,1,0,29,1,1,4,2,314,1191,1556
DISTRICT 36,36-610 KETCHIKAN NO. 2,2527,72,311,503,4,1,0,6,0,0,23,1,1,4,0,370,1231,1645
DISTRICT 36,36-620 KETCHIKAN NO. 3,1828,54,186,413,0,0,0,2,0,1,17,0,2,2,0,232,919,1177
DISTRICT 36,36-640 NORTH TONGASS NO. 1,1084,22,83,341,2,0,0,1,0,0,7,0,0,1,0,163,464,639
DISTRICT 36,36-650 NORTH TONGASS NO. 2,1853,55,164,540,1,0,0,5,0,0,16,0,1,2,1,274,794,1095
DISTRICT 36,36-660 SAXMAN,312,17,34,55,0,0,0,1,0,0,0,0,0,1,0,42,162,207
DISTRICT 36,36-670 SOUTH TONGASS,1965,48,219,557,3,0,0,5,0,0,19,0,0,2,0,301,811,1143
DISTRICT 36,36-675 HYDABURG,300,18,69,24,0,0,0,3,0,0,3,0,0,0,0,25,158,189
DISTRICT 36,36-680 METLAKATLA,1074,55,161,134,0,0,0,1,0,0,8,2,0,4,0,112,597,728
DISTRICT 36,36-690 WRANGELL,1961,65,154,544,2,1,0,8,0,0,12,1,0,1,1,348,824,1198
DISTRICT 37,37-300 ANVIK,56,3,8,13,0,0,0,0,0,0,0,0,0,0,0,5,27,32
DISTRICT 37,37-302 GRAYLING,127,8,15,17,0,0,0,0,0,0,1,0,0,0,0,13,73,87
DISTRICT 37,37-304 HOLY CROSS,129,11,32,10,0,0,0,0,0,0,3,0,0,1,0,18,54,77
DISTRICT 37,37-306 MCGRATH,240,9,17,62,0,0,0,0,0,0,0,0,0,0,0,40,112,152
DISTRICT 37,37-308 NIKOLAI,75,7,6,13,0,0,0,0,0,0,1,0,0,0,0,18,30,49
DISTRICT 37,37-310 SHAGELUK,57,2,12,9,0,0,0,0,0,0,0,0,0,2,0,4,28,36
DISTRICT 37,37-312 TAKOTNA,36,1,5,7,0,0,0,0,0,0,1,0,0,0,0,4,18,23
DISTRICT 37,37-700 AKUTAN,550,12,81,55,0,0,0,0,0,0,2,0,0,0,0,36,364,402
DISTRICT 37,37-702 ALEKNAGIK,158,13,26,23,0,0,0,0,0,0,1,0,0,1,0,14,80,97
DISTRICT 37,37-704 ALEUTIANS NO. 1,178,12,33,51,0,0,0,1,0,0,0,0,0,0,0,23,58,82
DISTRICT 37,37-706 ALEUTIANS NO. 2,1913,58,344,303,1,0,0,5,1,0,14,0,0,3,0,182,1002,1211
DISTRICT 37,37-708 CHIGNIK,238,13,37,37,0,0,0,0,0,0,2,0,0,0,0,23,126,151
DISTRICT 37,37-710 CLARKS POINT,44,3,10,5,0,0,0,0,0,0,0,0,0,0,0,6,20,26
DISTRICT 37,37-712 COLD BAY,79,7,4,13,0,0,0,0,0,0,2,0,0,0,0,9,44,55
DISTRICT 37,37-714 DILLINGHAM,1764,54,267,279,1,0,0,3,0,0,15,0,0,2,0,189,954,1166
DISTRICT 37,37-716 EGEGIK,107,7,16,15,0,0,0,0,0,0,0,0,0,0,0,18,51,69
DISTRICT 37,37-718 EKWOK,73,3,18,5,0,0,0,0,0,0,0,0,0,0,0,8,39,47
DISTRICT 37,37-720 KING COVE,366,12,20,59,0,0,0,0,0,0,4,0,0,0,0,40,231,275
DISTRICT 37,37-722 KING SALMON,365,15,36,116,0,0,0,1,0,0,3,0,0,0,0,45,149,198
DISTRICT 37,37-724 KOLIGANEK,115,1,15,18,0,0,0,0,0,0,1,0,0,0,0,12,68,81
DISTRICT 37,37-726 LAKE ILIAMNA NO. 1,214,9,31,47,0,0,0,1,0,0,2,0,0,0,0,29,95,127
DISTRICT 37,37-728 LAKE ILIAMNA NO. 2,174,5,25,19,0,0,0,0,0,0,3,0,0,1,0,33,88,126
DISTRICT 37,37-730 LEVELOCK,49,2,6,7,0,0,0,1,0,0,0,0,0,0,0,6,27,34
DISTRICT 37,37-732 MANOKOTAK,346,23,60,36,0,0,0,0,0,0,1,0,0,0,0,29,197,227
DISTRICT 37,37-734 NAKNEK,415,9,32,84,1,0,0,1,0,0,4,0,0,0,0,70,214,290
DISTRICT 37,37-736 NEW STUYAHOK,322,18,90,22,0,0,0,0,0,0,1,0,0,0,0,24,167,192
DISTRICT 37,37-738 NONDALTON,292,16,33,88,0,0,0,2,0,0,3,0,0,0,0,36,114,155
DISTRICT 37,37-740 PEDRO BAY,38,8,3,7,0,0,0,0,0,0,0,0,0,0,0,6,14,20
DISTRICT 37,37-742 PORT HEIDEN,67,2,10,10,0,0,0,0,0,0,0,0,0,1,0,13,31,46
DISTRICT 37,37-744 SAND POINT,479,19,44,82,1,0,0,0,0,0,2,0,0,1,0,52,278,335
DISTRICT 37,37-746 SLEETMUTE,118,4,15,33,0,0,0,1,0,0,3,0,0,0,0,18,44,66
DISTRICT 37,37-748 SOUTH NAKNEK,52,3,6,8,1,0,0,0,0,0,1,0,0,0,0,9,24,35
DISTRICT 37,37-750 ST GEORGE ISLAND,48,1,9,5,0,0,0,0,0,0,0,0,0,0,0,9,24,33
DISTRICT 37,37-752 ST PAUL ISLAND,294,16,55,27,0,0,0,2,0,0,2,0,0,0,0,37,155,196
DISTRICT 37,37-754 TOGIAK,651,43,87,58,0,0,0,4,0,0,10,0,0,0,0,52,397,463
DISTRICT 38,38-800 AKIACHAK,445,21,63,37,0,0,0,1,0,0,4,0,0,1,0,58,260,325
DISTRICT 38,38-802 AKIAK,251,14,49,11,0,0,0,0,0,0,5,0,0,0,0,38,134,177
DISTRICT 38,38-804 ANIAK,351,14,44,57,1,0,0,2,0,0,4,0,0,1,0,41,187,237
DISTRICT 38,38-806 ATMAUTLUAK,201,5,52,8,0,0,0,0,0,0,1,1,0,0,0,13,121,136
DISTRICT 38,38-808 BETHEL NO. 1,2206,78,436,262,9,5,0,8,0,0,16,0,0,5,1,266,1120,1434
DISTRICT 38,38-810 BETHEL NO. 2,1989,69,399,287,3,0,0,10,0,1,23,1,1,7,1,237,950,1240
DISTRICT 38,38-812 CHEFORNAK,318,23,57,15,0,0,0,0,0,0,2,0,0,2,0,17,202,225
DISTRICT 38,38-814 CHUATHBALUK,55,2,6,9,0,0,0,0,0,0,0,0,0,0,0,10,28,38
DISTRICT 38,38-816 CROOKED CREEK,71,2,11,13,0,0,0,0,0,0,1,0,0,0,0,4,40,45
DISTRICT 38,38-818 EEK,235,14,47,22,0,1,0,2,0,0,0,0,0,1,0,42,106,153
DISTRICT 38,38-820 GOODNEWS BAY,207,14,20,28,0,0,0,0,0,0,3,0,1,0,0,28,113,145
DISTRICT 38,38-822 KASIGLUK,356,7,102,15,0,0,0,0,1,0,1,0,0,0,0,22,208,232
DISTRICT 38,38-824 KIPNUK,465,21,125,18,1,0,0,0,0,0,1,0,0,0,0,43,256,301
DISTRICT 38,38-826 KONGIGANAK,321,19,85,15,5,0,0,1,0,0,1,0,0,2,1,21,171,203
DISTRICT 38,38-828 KWETHLUK,479,16,93,22,0,0,0,0,0,0,2,0,0,1,0,67,278,349
DISTRICT 38,38-830 KWIGILLINGOK,240,6,50,18,0,0,0,0,0,0,0,0,0,0,0,25,141,166
DISTRICT 38,38-832 LOWER KALSKAG,182,15,48,23,0,0,0,0,0,0,1,0,0,2,0,23,70,98
DISTRICT 38,38-834 MARSHALL,279,14,48,23,2,0,0,0,0,0,2,0,0,0,0,16,174,194
DISTRICT 38,38-836 MEKORYUK,144,4,23,28,0,0,0,0,0,0,0,0,0,0,0,31,58,89
DISTRICT 38,38-838 NAPAKIAK,241,8,71,21,3,0,0,0,0,0,0,0,0,0,0,15,123,141
DISTRICT 38,38-840 NAPASKIAK,317,16,76,24,0,0,0,0,0,0,0,0,0,0,0,18,183,201
DISTRICT 38,38-842 NEWTOK,203,12,38,7,0,0,0,1,0,0,1,0,0,2,0,29,113,148
DISTRICT 38,38-844 NIGHTMUTE,155,11,40,9,0,0,0,1,0,0,1,0,0,1,0,21,71,96
DISTRICT 38,38-846 NUNAPITCHUK,359,16,67,36,0,0,0,0,0,1,0,0,0,0,0,36,203,240
DISTRICT 38,38-848 QUINHAGAK,458,28,114,39,1,1,0,1,0,0,1,0,0,4,0,43,226,281
DISTRICT 38,38-850 RUSSIAN MISSION,231,13,21,25,0,0,0,0,0,0,1,0,0,2,0,34,135,174
DISTRICT 38,38-852 TOKSOOK BAY,419,26,121,57,0,0,0,0,0,0,0,0,0,0,0,34,181,215
DISTRICT 38,38-854 TULUKSAK,258,23,63,14,0,0,0,1,0,0,0,0,1,0,0,23,133,158
DISTRICT 38,38-856 TUNTUTULIAK,289,16,44,15,2,0,0,1,0,0,0,0,0,0,0,61,150,214
DISTRICT 38,38-858 TUNUNAK,257,18,69,21,1,0,0,1,0,0,4,0,1,0,0,36,106,149
DISTRICT 38,38-860 UPPER KALSKAG,137,10,22,25,0,0,0,1,0,0,1,0,0,0,0,19,59,80
DISTRICT 39,39-314 GALENA,361,16,57,44,1,0,0,0,0,0,2,0,0,0,1,47,193,243
DISTRICT 39,39-316 HUSLIA,186,5,31,20,1,0,0,0,0,0,0,0,0,1,0,11,117,131
DISTRICT 39,39-318 KALTAG,121,9,29,16,0,0,0,0,0,0,0,0,0,0,0,12,55,67
DISTRICT 39,39-320 KOYUKUK,75,3,28,5,0,0,0,0,0,0,3,0,0,0,0,5,31,39
DISTRICT 39,39-322 NULATO,182,6,49,22,0,0,0,0,0,0,1,0,0,0,0,26,78,105
DISTRICT 39,39-324 RUBY,125,11,14,18,0,0,0,0,0,0,1,0,0,1,0,10,70,83
DISTRICT 39,39-900 ALAKANUK,388,14,55,36,2,0,0,2,0,1,2,0,0,2,0,32,242,285
DISTRICT 39,39-902 BREVIG MISSION,251,17,41,36,0,0,0,0,0,0,3,0,0,0,0,32,122,157
DISTRICT 39,39-904 CHEVAK,606,24,137,30,0,0,0,3,0,0,2,0,1,2,0,57,350,417
DISTRICT 39,39-906 DIOMEDE,51,6,18,0,0,0,0,0,0,0,0,0,0,0,0,2,25,27
DISTRICT 39,39-908 ELIM,205,10,39,35,0,0,0,1,0,0,3,0,0,0,0,26,91,121
DISTRICT 39,39-910 EMMONAK,536,35,115,54,0,0,0,0,0,0,0,0,1,0,0,35,296,332
DISTRICT 39,39-912 GAMBELL,422,29,50,21,1,0,0,3,0,0,3,1,1,0,0,58,255,322
DISTRICT 39,39-914 GOLOVIN,103,5,14,10,1,0,0,0,0,0,0,0,0,0,0,25,48,74
DISTRICT 39,39-916 HOOPER BAY,715,38,136,66,3,0,0,1,0,0,5,0,0,1,0,57,408,476
DISTRICT 39,39-918 KOTLIK,369,29,51,17,3,0,0,0,0,0,1,0,0,1,0,44,223,273
DISTRICT 39,39-920 KOYUK,184,13,35,13,0,0,0,0,0,0,1,0,0,0,0,34,88,123
DISTRICT 39,39-922 MOUNTAIN VILLAGE,449,25,90,50,0,0,0,2,0,0,3,0,0,0,0,45,234,284
DISTRICT 39,39-924 NOME NO. 1,1112,44,197,208,1,1,0,1,0,0,10,0,0,1,0,134,515,664
DISTRICT 39,39-926 NOME NO. 2,1749,75,301,294,4,3,0,7,0,0,18,0,2,6,0,251,788,1085
DISTRICT 39,39-928 NUNAM IQUA,121,5,16,12,0,0,0,0,0,0,1,0,0,0,0,7,80,88
DISTRICT 39,39-930 PILOT STATION,359,25,39,33,0,0,0,0,0,0,2,0,0,1,0,46,213,263
DISTRICT 39,39-932 SAVOONGA,497,57,122,30,1,0,0,0,0,0,2,0,0,1,0,56,228,289
DISTRICT 39,39-934 SCAMMON BAY,382,34,78,52,0,1,0,1,0,0,3,0,0,0,0,34,179,218
DISTRICT 39,39-936 SHAKTOOLIK,174,11,32,19,1,1,0,1,0,0,0,0,0,0,0,23,86,112
DISTRICT 39,39-938 SHISHMAREF,407,21,67,28,1,0,0,0,0,0,2,0,0,0,0,85,203,291
DISTRICT 39,39-940 ST MARY'S,458,20,89,29,0,0,0,1,0,0,1,0,0,1,0,53,264,321
DISTRICT 39,39-942 ST MICHAEL,243,13,34,29,0,0,0,2,0,0,0,1,0,1,0,11,152,168
DISTRICT 39,39-944 STEBBINS,352,28,44,36,0,0,0,1,0,0,3,1,0,0,0,36,203,244
DISTRICT 39,39-946 TELLER,169,6,30,16,0,0,0,0,0,0,1,0,0,0,0,33,83,117
DISTRICT 39,39-948 UNALAKLEET,563,32,93,73,0,0,0,0,0,0,5,0,0,0,0,76,284,365
DISTRICT 39,39-950 WALES,77,3,19,4,0,0,0,1,0,0,0,0,1,1,0,10,38,52
DISTRICT 39,39-952 WHITE MOUNTAIN,142,12,19,18,0,0,0,0,0,0,0,0,0,0,0,22,71,93
DISTRICT 40,40-002 AMBLER,178,7,33,18,0,0,0,0,0,0,3,0,0,0,0,28,89,120
DISTRICT 40,40-004 ANAKTUVUK PASS,300,14,51,55,0,0,0,3,0,0,0,0,0,2,0,20,155,182
DISTRICT 40,40-006 ATQASUK,164,11,15,14,0,0,0,2,0,0,0,0,0,0,0,13,109,124
DISTRICT 40,40-008 UTQIAGVIK (BARROW),1052,50,181,143,3,0,0,4,0,0,6,1,1,1,0,71,591,679
DISTRICT 40,40-010 BROWERVILLE,2114,124,337,256,1,0,0,4,0,0,21,0,1,0,0,178,1192,1397
DISTRICT 40,40-012 BUCKLAND,314,18,94,23,0,0,0,0,0,0,1,0,0,0,0,19,159,179
DISTRICT 40,40-014 DEERING,103,5,19,16,1,0,0,0,0,0,1,0,0,0,0,11,50,63
DISTRICT 40,40-016 KAKTOVIK,186,17,17,31,1,0,0,1,0,0,2,0,0,0,0,24,93,121
DISTRICT 40,40-018 KIANA,286,18,50,26,3,0,0,0,0,0,1,0,0,0,0,20,168,192
DISTRICT 40,40-020 KIVALINA,261,21,46,26,0,0,0,1,0,0,1,0,1,0,0,35,130,168
DISTRICT 40,40-022 KOBUK,89,7,13,8,0,0,0,1,0,0,1,0,0,0,0,12,47,61
DISTRICT 40,40-024 KOTZEBUE,2101,98,375,281,0,1,0,8,0,0,12,0,1,2,0,211,1112,1349
DISTRICT 40,40-026 NOATAK,352,24,68,28,0,0,0,0,0,0,4,0,0,1,0,25,202,233
DISTRICT 40,40-028 NOORVIK,390,30,82,44,3,0,0,0,0,0,1,0,0,0,0,46,184,234
DISTRICT 40,40-030 NUIQSUT,287,18,36,39,0,0,0,2,0,0,2,0,0,2,0,21,167,196
DISTRICT 40,40-032 POINT HOPE,476,39,75,65,0,0,0,0,0,0,1,0,0,0,0,35,261,297
DISTRICT 40,40-034 POINT LAY,162,13,19,23,0,0,0,1,0,0,1,0,0,0,0,10,95,107
DISTRICT 40,40-036 SELAWIK,463,30,79,58,2,0,0,3,0,0,2,0,0,2,0,65,222,298
DISTRICT 40,40-038 SHUNGNAK,162,9,41,22,0,0,0,0,0,0,0,0,0,0,0,17,73,90
DISTRICT 40,40-040 WAINWRIGHT,367,29,44,55,0,0,0,0,0,0,3,0,0,1,0,44,191,240
DISTRICT 40,40-326 ALLAKAKET,131,4,42,13,0,0,0,0,0,0,1,0,0,1,0,8,62,73
DISTRICT 40,40-328 BETTLES,71,3,10,20,0,0,0,0,0,0,2,0,0,0,0,11,25,38
DISTRICT 40,40-330 HUGHES,64,1,22,3,0,0,0,0,0,0,1,0,0,0,0,7,30,38
